Date,Brand_and_Source,Net Sentiment
2020-08-22,TIK 21D Social Media Sentiment,-0.036
2020-08-21,TIK 21D Social Media Sentiment,-0.120
2020-08-21,TIK 21D Social Media Sentiment,-0.154
2020-08-21,TIK 21D Social Media Sentiment,-0.120
2020-08-21,TIK 21D Social Media Sentiment,-0.154
2020-08-20,TIK 21D Social Media Sentiment,-0.200
2020-08-20,TIK 21D Social Media Sentiment,-0.268
2020-08-20,TIK 21D Social Media Sentiment,-0.200
2020-08-20,TIK 21D Social Media Sentiment,-0.268
2020-08-19,TIK 21D Social Media Sentiment,-0.312
2020-08-19,TIK 21D Social Media Sentiment,-0.307
2020-08-19,TIK 21D Social Media Sentiment,-0.312
2020-08-19,TIK 21D Social Media Sentiment,-0.307
2020-08-18,TIK 21D Social Media Sentiment,-0.374
2020-08-18,TIK 21D Social Media Sentiment,-0.470
2020-08-18,TIK 21D Social Media Sentiment,-0.374
2020-08-18,TIK 21D Social Media Sentiment,-0.470
2020-08-17,TIK 21D Social Media Sentiment,-0.597
2020-08-17,TIK 21D Social Media Sentiment,-0.663
2020-08-17,TIK 21D Social Media Sentiment,-0.597
2020-08-17,TIK 21D Social Media Sentiment,-0.663
2020-08-16,TIK 21D Social Media Sentiment,-0.706
2020-08-16,TIK 21D Social Media Sentiment,-0.758
2020-08-16,TIK 21D Social Media Sentiment,-0.706
2020-08-16,TIK 21D Social Media Sentiment,-0.758
2020-08-15,TIK 21D Social Media Sentiment,-0.800
2020-08-15,TIK 21D Social Media Sentiment,-0.816
2020-08-15,TIK 21D Social Media Sentiment,-0.800
2020-08-15,TIK 21D Social Media Sentiment,-0.816
2020-08-14,TIK 21D Social Media Sentiment,-0.825
2020-08-14,TIK 21D Social Media Sentiment,-0.859
2020-08-14,TIK 21D Social Media Sentiment,-0.825
2020-08-14,TIK 21D Social Media Sentiment,-0.859
2020-08-13,TIK 21D Social Media Sentiment,-0.887
2020-08-13,TIK 21D Social Media Sentiment,-0.936
2020-08-13,TIK 21D Social Media Sentiment,-0.887
2020-08-13,TIK 21D Social Media Sentiment,-0.936
2020-08-12,TIK 21D Social Media Sentiment,-0.988
2020-08-12,TIK 21D Social Media Sentiment,-0.991
2020-08-12,TIK 21D Social Media Sentiment,-0.988
2020-08-12,TIK 21D Social Media Sentiment,-0.991
2020-08-11,TIK 21D Social Media Sentiment,-1.023
2020-08-11,TIK 21D Social Media Sentiment,-1.100
2020-08-11,TIK 21D Social Media Sentiment,-1.023
2020-08-11,TIK 21D Social Media Sentiment,-1.100
2020-08-10,TIK 21D Social Media Sentiment,-1.115
2020-08-10,TIK 21D Social Media Sentiment,-1.118
2020-08-10,TIK 21D Social Media Sentiment,-1.115
2020-08-10,TIK 21D Social Media Sentiment,-1.118
2020-08-09,TIK 21D Social Media Sentiment,-0.974
2020-08-09,TIK 21D Social Media Sentiment,-0.853
2020-08-09,TIK 21D Social Media Sentiment,-0.974
2020-08-09,TIK 21D Social Media Sentiment,-0.853
2020-08-08,TIK 21D Social Media Sentiment,-0.857
2020-08-08,TIK 21D Social Media Sentiment,-0.789
2020-08-08,TIK 21D Social Media Sentiment,-0.857
2020-08-08,TIK 21D Social Media Sentiment,-0.789
2020-08-07,TIK 21D Social Media Sentiment,-0.603
2020-08-07,TIK 21D Social Media Sentiment,-0.387
2020-08-07,TIK 21D Social Media Sentiment,-0.603
2020-08-07,TIK 21D Social Media Sentiment,-0.387
2020-08-06,TIK 21D Social Media Sentiment,-0.199
2020-08-06,TIK 21D Social Media Sentiment,-0.035
2020-08-06,TIK 21D Social Media Sentiment,-0.199
2020-08-06,TIK 21D Social Media Sentiment,-0.035
2020-08-05,TIK 21D Social Media Sentiment,0.039
2020-08-05,TIK 21D Social Media Sentiment,0.102
2020-08-05,TIK 21D Social Media Sentiment,0.039
2020-08-05,TIK 21D Social Media Sentiment,0.102
2020-08-04,TIK 21D Social Media Sentiment,0.202
2020-08-04,TIK 21D Social Media Sentiment,0.295
2020-08-04,TIK 21D Social Media Sentiment,0.202
2020-08-04,TIK 21D Social Media Sentiment,0.295
2020-08-03,TIK 21D Social Media Sentiment,0.355
2020-08-03,TIK 21D Social Media Sentiment,0.410
2020-08-03,TIK 21D Social Media Sentiment,0.355
2020-08-03,TIK 21D Social Media Sentiment,0.410
2020-08-02,TIK 21D Social Media Sentiment,0.465
2020-08-02,TIK 21D Social Media Sentiment,0.525
2020-08-02,TIK 21D Social Media Sentiment,0.465
2020-08-02,TIK 21D Social Media Sentiment,0.525
2020-08-01,TIK 21D Social Media Sentiment,0.490
2020-08-01,TIK 21D Social Media Sentiment,0.482
2020-08-01,TIK 21D Social Media Sentiment,0.490
2020-08-01,TIK 21D Social Media Sentiment,0.482
2020-07-31,TIK 21D Social Media Sentiment,0.499
2020-07-31,TIK 21D Social Media Sentiment,0.454
2020-07-31,TIK 21D Social Media Sentiment,0.499
2020-07-31,TIK 21D Social Media Sentiment,0.454
2020-07-30,TIK 21D Social Media Sentiment,0.511
2020-07-30,TIK 21D Social Media Sentiment,0.422
2020-07-30,TIK 21D Social Media Sentiment,0.511
2020-07-30,TIK 21D Social Media Sentiment,0.422
2020-07-29,TIK 21D Social Media Sentiment,0.394
2020-07-29,TIK 21D Social Media Sentiment,0.490
2020-07-29,TIK 21D Social Media Sentiment,0.394
2020-07-29,TIK 21D Social Media Sentiment,0.490
2020-07-28,TIK 21D Social Media Sentiment,0.528
2020-07-28,TIK 21D Social Media Sentiment,0.439
2020-07-28,TIK 21D Social Media Sentiment,0.528
2020-07-28,TIK 21D Social Media Sentiment,0.439
2020-07-27,TIK 21D Social Media Sentiment,0.331
2020-07-27,TIK 21D Social Media Sentiment,0.280
2020-07-27,TIK 21D Social Media Sentiment,0.331
2020-07-27,TIK 21D Social Media Sentiment,0.280
2020-07-26,TIK 21D Social Media Sentiment,0.215
2020-07-26,TIK 21D Social Media Sentiment,0.237
2020-07-26,TIK 21D Social Media Sentiment,0.215
2020-07-26,TIK 21D Social Media Sentiment,0.237
2020-07-25,TIK 21D Social Media Sentiment,0.334
2020-07-25,TIK 21D Social Media Sentiment,0.217
2020-07-25,TIK 21D Social Media Sentiment,0.334
2020-07-25,TIK 21D Social Media Sentiment,0.217
2020-07-24,TIK 21D Social Media Sentiment,0.078
2020-07-24,TIK 21D Social Media Sentiment,0.023
2020-07-24,TIK 21D Social Media Sentiment,0.078
2020-07-24,TIK 21D Social Media Sentiment,0.023
2020-07-23,TIK 21D Social Media Sentiment,0.059
2020-07-23,TIK 21D Social Media Sentiment,0.047
2020-07-23,TIK 21D Social Media Sentiment,0.059
2020-07-23,TIK 21D Social Media Sentiment,0.047
2020-07-22,TIK 21D Social Media Sentiment,0.013
2020-07-22,TIK 21D Social Media Sentiment,0.141
2020-07-22,TIK 21D Social Media Sentiment,0.013
2020-07-22,TIK 21D Social Media Sentiment,0.141
2020-07-21,TIK 21D Social Media Sentiment,0.311
2020-07-21,TIK 21D Social Media Sentiment,0.374
2020-07-21,TIK 21D Social Media Sentiment,0.311
2020-07-21,TIK 21D Social Media Sentiment,0.374
2020-07-20,TIK 21D Social Media Sentiment,0.414
2020-07-20,TIK 21D Social Media Sentiment,0.324
2020-07-20,TIK 21D Social Media Sentiment,0.414
2020-07-20,TIK 21D Social Media Sentiment,0.324
2020-07-19,TIK 21D Social Media Sentiment,0.279
2020-07-19,TIK 21D Social Media Sentiment,0.203
2020-07-19,TIK 21D Social Media Sentiment,0.279
2020-07-19,TIK 21D Social Media Sentiment,0.203
2020-07-18,TIK 21D Social Media Sentiment,0.045
2020-07-17,TIK 21D Social Media Sentiment,0.093
2020-07-16,TIK 21D Social Media Sentiment,0.210
2020-07-15,TIK 21D Social Media Sentiment,0.325
2020-07-14,TIK 21D Social Media Sentiment,0.352
2020-07-13,TIK 21D Social Media Sentiment,0.415
2020-07-12,TIK 21D Social Media Sentiment,0.374
2020-07-11,TIK 21D Social Media Sentiment,0.215
2020-07-10,TIK 21D Social Media Sentiment,0.358
2020-07-09,TIK 21D Social Media Sentiment,0.513
2020-07-08,TIK 21D Social Media Sentiment,0.587
2020-07-07,TIK 21D Social Media Sentiment,0.558
2020-07-06,TIK 21D Social Media Sentiment,0.588
2020-07-05,TIK 21D Social Media Sentiment,0.689
2020-07-04,TIK 21D Social Media Sentiment,0.701
2020-07-03,TIK 21D Social Media Sentiment,0.611
2020-07-02,TIK 21D Social Media Sentiment,0.679
2020-07-01,TIK 21D Social Media Sentiment,0.789
2020-06-30,TIK 21D Social Media Sentiment,0.930
2020-06-29,TIK 21D Social Media Sentiment,0.983
2020-06-28,TIK 21D Social Media Sentiment,1.007
2020-06-27,TIK 21D Social Media Sentiment,1.085
2020-06-26,TIK 21D Social Media Sentiment,1.038
2020-06-25,TIK 21D Social Media Sentiment,0.955
2020-06-24,TIK 21D Social Media Sentiment,0.878
2020-06-23,TIK 21D Social Media Sentiment,0.842
2020-06-22,TIK 21D Social Media Sentiment,0.743
2020-06-21,TIK 21D Social Media Sentiment,0.757
2020-06-20,TIK 21D Social Media Sentiment,0.685
2020-06-19,TIK 21D Social Media Sentiment,0.517
2020-06-18,TIK 21D Social Media Sentiment,0.473
2020-06-17,TIK 21D Social Media Sentiment,0.548
2020-06-16,TIK 21D Social Media Sentiment,0.653
2020-06-15,TIK 21D Social Media Sentiment,0.764
2020-06-13,TIK 21D Social Media Sentiment,0.766
2020-06-12,TIK 21D Social Media Sentiment,0.814
2020-06-11,TIK 21D Social Media Sentiment,0.883
2020-06-10,TIK 21D Social Media Sentiment,0.841
2020-06-09,TIK 21D Social Media Sentiment,0.750
2020-06-08,TIK 21D Social Media Sentiment,0.588
2020-06-07,TIK 21D Social Media Sentiment,0.496
2020-06-06,TIK 21D Social Media Sentiment,0.477
2020-06-05,TIK 21D Social Media Sentiment,0.492
2020-06-04,TIK 21D Social Media Sentiment,0.522
2020-06-03,TIK 21D Social Media Sentiment,0.571
2020-06-02,TIK 21D Social Media Sentiment,0.573
2020-06-01,TIK 21D Social Media Sentiment,0.633
2020-05-31,TIK 21D Social Media Sentiment,0.691
2020-05-30,TIK 21D Social Media Sentiment,0.738
2020-05-29,TIK 21D Social Media Sentiment,0.925
2020-05-28,TIK 21D Social Media Sentiment,0.994
2020-05-27,TIK 21D Social Media Sentiment,1.084
2020-05-26,TIK 21D Social Media Sentiment,1.073
2020-05-25,TIK 21D Social Media Sentiment,0.979
2020-05-24,TIK 21D Social Media Sentiment,0.893
2020-05-23,TIK 21D Social Media Sentiment,0.915
2020-05-22,TIK 21D Social Media Sentiment,0.937
2020-05-21,TIK 21D Social Media Sentiment,0.910
2020-05-20,TIK 21D Social Media Sentiment,0.838
2020-05-19,TIK 21D Social Media Sentiment,0.895
2020-05-18,TIK 21D Social Media Sentiment,1.067
2020-05-17,TIK 21D Social Media Sentiment,1.162
2020-05-16,TIK 21D Social Media Sentiment,1.201
2020-05-15,TIK 21D Social Media Sentiment,1.237
2020-05-14,TIK 21D Social Media Sentiment,1.184
2020-05-13,TIK 21D Social Media Sentiment,1.124
2020-05-12,TIK 21D Social Media Sentiment,1.137
2020-05-11,TIK 21D Social Media Sentiment,1.090
2020-05-10,TIK 21D Social Media Sentiment,1.020
2020-05-09,TIK 21D Social Media Sentiment,0.991
2020-05-08,TIK 21D Social Media Sentiment,0.968
2020-05-07,TIK 21D Social Media Sentiment,1.083
2020-05-06,TIK 21D Social Media Sentiment,1.093
2020-05-05,TIK 21D Social Media Sentiment,1.118
2020-05-04,TIK 21D Social Media Sentiment,1.142
2020-05-03,TIK 21D Social Media Sentiment,1.153
2020-05-02,TIK 21D Social Media Sentiment,1.176
2020-05-01,TIK 21D Social Media Sentiment,1.177
2020-04-30,TIK 21D Social Media Sentiment,1.249
2020-04-29,TIK 21D Social Media Sentiment,1.400
2020-04-28,TIK 21D Social Media Sentiment,1.456
2020-04-27,TIK 21D Social Media Sentiment,1.456
2020-04-26,TIK 21D Social Media Sentiment,1.504
2020-04-25,TIK 21D Social Media Sentiment,1.560
2020-04-24,TIK 21D Social Media Sentiment,1.619
2020-04-23,TIK 21D Social Media Sentiment,1.667
2020-04-22,TIK 21D Social Media Sentiment,1.680
2020-04-21,TIK 21D Social Media Sentiment,1.679
2020-04-20,TIK 21D Social Media Sentiment,1.704
2020-04-19,TIK 21D Social Media Sentiment,1.781
2020-04-18,TIK 21D Social Media Sentiment,1.917
2020-04-17,TIK 21D Social Media Sentiment,2.000
2020-04-16,TIK 21D Social Media Sentiment,2.039
2020-04-15,TIK 21D Social Media Sentiment,2.051
2020-04-14,TIK 21D Social Media Sentiment,2.028
2020-04-13,TIK 21D Social Media Sentiment,2.082
2020-04-12,TIK 21D Social Media Sentiment,2.165
2020-04-11,TIK 21D Social Media Sentiment,2.146
2020-04-10,TIK 21D Social Media Sentiment,2.137
2020-04-09,TIK 21D Social Media Sentiment,2.203
2020-04-08,TIK 21D Social Media Sentiment,2.196
2020-04-07,TIK 21D Social Media Sentiment,2.117
2020-04-06,TIK 21D Social Media Sentiment,2.063
2020-04-05,TIK 21D Social Media Sentiment,2.128
2020-04-04,TIK 21D Social Media Sentiment,2.163
2020-04-03,TIK 21D Social Media Sentiment,2.092
2020-04-02,TIK 21D Social Media Sentiment,2.159
2020-04-01,TIK 21D Social Media Sentiment,2.193
2020-03-31,TIK 21D Social Media Sentiment,2.205
2020-03-30,TIK 21D Social Media Sentiment,2.227
2020-03-29,TIK 21D Social Media Sentiment,2.228
2020-03-28,TIK 21D Social Media Sentiment,2.184
2020-03-27,TIK 21D Social Media Sentiment,2.224
2020-03-26,TIK 21D Social Media Sentiment,2.281
2020-03-25,TIK 21D Social Media Sentiment,2.277
2020-03-24,TIK 21D Social Media Sentiment,2.311
2020-03-23,TIK 21D Social Media Sentiment,2.278
2020-03-21,TIK 21D Social Media Sentiment,2.135
2020-03-20,TIK 21D Social Media Sentiment,2.077
2020-03-19,TIK 21D Social Media Sentiment,2.064
2020-03-18,TIK 21D Social Media Sentiment,2.007
2020-03-17,TIK 21D Social Media Sentiment,1.943
2020-03-16,TIK 21D Social Media Sentiment,1.994
2020-03-15,TIK 21D Social Media Sentiment,2.108
2020-03-14,TIK 21D Social Media Sentiment,2.060
2020-03-13,TIK 21D Social Media Sentiment,1.972
2020-03-12,TIK 21D Social Media Sentiment,1.957
2020-03-11,TIK 21D Social Media Sentiment,1.892
2020-03-10,TIK 21D Social Media Sentiment,1.927
2020-03-09,TIK 21D Social Media Sentiment,1.946
2020-03-08,TIK 21D Social Media Sentiment,1.890
2020-03-07,TIK 21D Social Media Sentiment,1.960
2020-03-06,TIK 21D Social Media Sentiment,2.048
2020-03-05,TIK 21D Social Media Sentiment,2.063
2020-03-04,TIK 21D Social Media Sentiment,1.995
2020-03-03,TIK 21D Social Media Sentiment,2.002
2020-03-02,TIK 21D Social Media Sentiment,2.046
2020-03-01,TIK 21D Social Media Sentiment,2.179
2020-02-29,TIK 21D Social Media Sentiment,2.290
2020-02-28,TIK 21D Social Media Sentiment,2.413
2020-02-27,TIK 21D Social Media Sentiment,2.460
2020-02-26,TIK 21D Social Media Sentiment,2.369
2020-02-25,TIK 21D Social Media Sentiment,2.244
2020-02-24,TIK 21D Social Media Sentiment,2.179
2020-02-23,TIK 21D Social Media Sentiment,2.046
2020-02-22,TIK 21D Social Media Sentiment,2.059
2020-02-21,TIK 21D Social Media Sentiment,2.128
2020-02-20,TIK 21D Social Media Sentiment,2.128
2020-02-19,TIK 21D Social Media Sentiment,2.171
2020-02-18,TIK 21D Social Media Sentiment,2.122
2020-02-17,TIK 21D Social Media Sentiment,2.065
2020-02-16,TIK 21D Social Media Sentiment,2.114
2020-02-15,TIK 21D Social Media Sentiment,2.180
2020-02-14,TIK 21D Social Media Sentiment,2.144
2020-02-13,TIK 21D Social Media Sentiment,2.186
2020-02-12,TIK 21D Social Media Sentiment,2.156
2020-02-11,TIK 21D Social Media Sentiment,2.059
2020-02-10,TIK 21D Social Media Sentiment,1.940
2020-02-09,TIK 21D Social Media Sentiment,1.863
2020-02-08,TIK 21D Social Media Sentiment,1.948
2020-02-07,TIK 21D Social Media Sentiment,1.967
2020-02-06,TIK 21D Social Media Sentiment,1.930
2020-02-05,TIK 21D Social Media Sentiment,1.975
2020-02-04,TIK 21D Social Media Sentiment,2.130
2020-02-03,TIK 21D Social Media Sentiment,2.189
2020-02-02,TIK 21D Social Media Sentiment,2.098
2020-02-01,TIK 21D Social Media Sentiment,1.971
2020-01-31,TIK 21D Social Media Sentiment,1.946
2020-01-30,TIK 21D Social Media Sentiment,2.006
2020-01-29,TIK 21D Social Media Sentiment,2.012
2020-01-28,TIK 21D Social Media Sentiment,2.088
2020-01-27,TIK 21D Social Media Sentiment,2.012
2020-01-26,TIK 21D Social Media Sentiment,2.134
2020-01-25,TIK 21D Social Media Sentiment,2.139
2020-01-24,TIK 21D Social Media Sentiment,2.132
2020-01-23,TIK 21D Social Media Sentiment,2.086
2020-01-22,TIK 21D Social Media Sentiment,2.082
2020-01-21,TIK 21D Social Media Sentiment,2.035
2020-01-20,TIK 21D Social Media Sentiment,1.855
2020-01-19,TIK 21D Social Media Sentiment,1.679
2020-01-18,TIK 21D Social Media Sentiment,1.593
2020-01-17,TIK 21D Social Media Sentiment,1.471
2020-01-16,TIK 21D Social Media Sentiment,1.493
2020-01-15,TIK 21D Social Media Sentiment,1.417
2020-01-14,TIK 21D Social Media Sentiment,1.434
2020-01-13,TIK 21D Social Media Sentiment,1.457
2020-01-12,TIK 21D Social Media Sentiment,1.629
2020-01-10,TIK 21D Social Media Sentiment,1.735
2020-01-09,TIK 21D Social Media Sentiment,1.793
2020-01-08,TIK 21D Social Media Sentiment,1.903
2020-01-07,TIK 21D Social Media Sentiment,1.976
2020-01-06,TIK 21D Social Media Sentiment,1.994
2020-01-05,TIK 21D Social Media Sentiment,2.042
2020-01-04,TIK 21D Social Media Sentiment,1.856
2020-01-03,TIK 21D Social Media Sentiment,1.840
2020-01-02,TIK 21D Social Media Sentiment,1.914
2020-01-01,TIK 21D Social Media Sentiment,1.968
2019-12-31,TIK 21D Social Media Sentiment,1.975
2019-12-30,TIK 21D Social Media Sentiment,2.069
2019-12-29,TIK 21D Social Media Sentiment,2.247
2019-12-28,TIK 21D Social Media Sentiment,2.426
2019-12-27,TIK 21D Social Media Sentiment,2.491
2019-12-26,TIK 21D Social Media Sentiment,2.551
2019-12-25,TIK 21D Social Media Sentiment,2.545
2019-12-24,TIK 21D Social Media Sentiment,2.634
2019-12-23,TIK 21D Social Media Sentiment,2.609
2019-12-22,TIK 21D Social Media Sentiment,2.564
2019-12-21,TIK 21D Social Media Sentiment,2.515
2019-12-20,TIK 21D Social Media Sentiment,2.462
2019-12-19,TIK 21D Social Media Sentiment,2.334
2019-12-18,TIK 21D Social Media Sentiment,2.147
2019-12-17,TIK 21D Social Media Sentiment,2.027
2019-12-16,TIK 21D Social Media Sentiment,1.783
2019-12-15,TIK 21D Social Media Sentiment,1.728
2019-12-14,TIK 21D Social Media Sentiment,1.631
2019-12-13,TIK 21D Social Media Sentiment,1.300
2019-12-12,TIK 21D Social Media Sentiment,1.089
2019-12-11,TIK 21D Social Media Sentiment,0.916
2019-12-10,TIK 21D Social Media Sentiment,0.941
2019-12-09,TIK 21D Social Media Sentiment,0.893
2019-12-08,TIK 21D Social Media Sentiment,0.924
2019-12-07,TIK 21D Social Media Sentiment,0.974
2019-12-06,TIK 21D Social Media Sentiment,1.023
2019-12-05,TIK 21D Social Media Sentiment,1.127
2019-12-04,TIK 21D Social Media Sentiment,1.129
2019-12-03,TIK 21D Social Media Sentiment,1.211
2019-12-02,TIK 21D Social Media Sentiment,1.353
2019-12-01,TIK 21D Social Media Sentiment,1.356
2019-11-30,TIK 21D Social Media Sentiment,1.243
2019-11-29,TIK 21D Social Media Sentiment,1.190
2019-11-28,TIK 21D Social Media Sentiment,1.174
2019-11-27,TIK 21D Social Media Sentiment,1.190
2019-11-26,TIK 21D Social Media Sentiment,1.159
2019-11-25,TIK 21D Social Media Sentiment,1.331
2019-11-24,TIK 21D Social Media Sentiment,1.472
2019-11-23,TIK 21D Social Media Sentiment,1.659
2019-11-22,TIK 21D Social Media Sentiment,1.973
2019-11-21,TIK 21D Social Media Sentiment,2.112
2019-11-20,TIK 21D Social Media Sentiment,2.189
2019-11-19,TIK 21D Social Media Sentiment,2.177
2019-11-18,TIK 21D Social Media Sentiment,2.284
2019-11-17,TIK 21D Social Media Sentiment,2.358
2019-11-16,TIK 21D Social Media Sentiment,2.275
2019-11-15,TIK 21D Social Media Sentiment,2.163
2019-11-14,TIK 21D Social Media Sentiment,2.068
2019-11-13,TIK 21D Social Media Sentiment,2.061
2019-11-12,TIK 21D Social Media Sentiment,1.954
2019-11-11,TIK 21D Social Media Sentiment,1.812
2019-11-10,TIK 21D Social Media Sentiment,1.933
2019-11-09,TIK 21D Social Media Sentiment,2.129
2019-11-08,TIK 21D Social Media Sentiment,2.223
2019-11-07,TIK 21D Social Media Sentiment,2.284
2019-11-06,TIK 21D Social Media Sentiment,2.326
2019-11-05,TIK 21D Social Media Sentiment,2.270
2019-11-04,TIK 21D Social Media Sentiment,2.198
2019-11-03,TIK 21D Social Media Sentiment,2.278
2019-11-02,TIK 21D Social Media Sentiment,2.337
2019-11-01,TIK 21D Social Media Sentiment,2.228
2019-10-31,TIK 21D Social Media Sentiment,2.187
2019-10-30,TIK 21D Social Media Sentiment,2.219
2019-10-29,TIK 21D Social Media Sentiment,2.349
2019-10-28,TIK 21D Social Media Sentiment,2.449
2019-10-27,TIK 21D Social Media Sentiment,2.504
2019-10-26,TIK 21D Social Media Sentiment,2.490
2019-10-25,TIK 21D Social Media Sentiment,2.463
2019-10-24,TIK 21D Social Media Sentiment,2.421
2019-10-23,TIK 21D Social Media Sentiment,2.404
2019-10-22,TIK 21D Social Media Sentiment,2.373
2019-10-21,TIK 21D Social Media Sentiment,2.438
2019-10-20,TIK 21D Social Media Sentiment,2.480
2019-10-19,TIK 21D Social Media Sentiment,2.562
2019-10-18,TIK 21D Social Media Sentiment,2.670
2019-10-17,TIK 21D Social Media Sentiment,2.728
2019-10-16,TIK 21D Social Media Sentiment,2.754
2019-10-15,TIK 21D Social Media Sentiment,2.933
2019-10-14,TIK 21D Social Media Sentiment,3.052
2019-10-13,TIK 21D Social Media Sentiment,2.905
2019-10-11,TIK 21D Social Media Sentiment,2.711
2019-10-10,TIK 21D Social Media Sentiment,2.727
2019-10-09,TIK 21D Social Media Sentiment,2.753
2019-10-08,TIK 21D Social Media Sentiment,2.751
2019-10-07,TIK 21D Social Media Sentiment,2.668
2019-10-06,TIK 21D Social Media Sentiment,2.634
2019-10-05,TIK 21D Social Media Sentiment,2.490
2019-10-04,TIK 21D Social Media Sentiment,2.406
2019-10-03,TIK 21D Social Media Sentiment,2.371
2019-10-02,TIK 21D Social Media Sentiment,2.446
2019-10-01,TIK 21D Social Media Sentiment,2.499
2019-09-30,TIK 21D Social Media Sentiment,2.660
2019-09-29,TIK 21D Social Media Sentiment,2.712
2019-09-28,TIK 21D Social Media Sentiment,2.456
2019-09-27,TIK 21D Social Media Sentiment,2.320
2019-09-26,TIK 21D Social Media Sentiment,2.185
2019-09-25,TIK 21D Social Media Sentiment,2.202
2019-09-24,TIK 21D Social Media Sentiment,2.293
2019-09-23,TIK 21D Social Media Sentiment,2.277
2019-09-22,TIK 21D Social Media Sentiment,2.215
2019-09-21,TIK 21D Social Media Sentiment,2.329
2019-09-20,TIK 21D Social Media Sentiment,2.476
2019-09-19,TIK 21D Social Media Sentiment,2.513
2019-09-18,TIK 21D Social Media Sentiment,2.474
2019-09-17,TIK 21D Social Media Sentiment,2.492
2019-09-13,TIK 21D Social Media Sentiment,2.457
2019-09-12,TIK 21D Social Media Sentiment,2.345
2019-09-11,TIK 21D Social Media Sentiment,2.452
2019-09-10,TIK 21D Social Media Sentiment,2.642
2019-09-09,TIK 21D Social Media Sentiment,2.720
2019-09-07,TIK 21D Social Media Sentiment,2.629
2019-09-06,TIK 21D Social Media Sentiment,2.521
2019-09-05,TIK 21D Social Media Sentiment,2.388
2019-09-04,TIK 21D Social Media Sentiment,2.247
2019-09-03,TIK 21D Social Media Sentiment,2.375
2019-09-01,TIK 21D Social Media Sentiment,2.473
2019-08-31,TIK 21D Social Media Sentiment,2.523
2019-08-30,TIK 21D Social Media Sentiment,2.500
2019-08-29,TIK 21D Social Media Sentiment,2.395
2019-08-27,TIK 21D Social Media Sentiment,2.195
2019-08-25,TIK 21D Social Media Sentiment,2.111
2019-08-24,TIK 21D Social Media Sentiment,2.054
2019-08-23,TIK 21D Social Media Sentiment,2.014
2019-08-22,TIK 21D Social Media Sentiment,2.031
2019-08-21,TIK 21D Social Media Sentiment,1.992
2019-08-20,TIK 21D Social Media Sentiment,1.846
2019-08-19,TIK 21D Social Media Sentiment,1.843
2019-08-18,TIK 21D Social Media Sentiment,1.883
2019-08-16,TIK 21D Social Media Sentiment,1.884
2019-08-15,TIK 21D Social Media Sentiment,1.898
2019-08-14,TIK 21D Social Media Sentiment,1.916
2019-08-13,TIK 21D Social Media Sentiment,1.931
2019-08-12,TIK 21D Social Media Sentiment,1.976
2019-08-10,TIK 21D Social Media Sentiment,2.117
2019-08-09,TIK 21D Social Media Sentiment,2.288
2019-08-08,TIK 21D Social Media Sentiment,2.369
2019-08-07,TIK 21D Social Media Sentiment,2.196
2019-08-06,TIK 21D Social Media Sentiment,2.097
2019-08-05,TIK 21D Social Media Sentiment,1.863
2019-08-04,TIK 21D Social Media Sentiment,1.868
2019-08-03,TIK 21D Social Media Sentiment,1.958
2019-08-02,TIK 21D Social Media Sentiment,1.979
2019-08-01,TIK 21D Social Media Sentiment,1.967
2019-07-31,TIK 21D Social Media Sentiment,1.932
2019-07-30,TIK 21D Social Media Sentiment,1.905
2019-07-29,TIK 21D Social Media Sentiment,1.936
2019-07-28,TIK 21D Social Media Sentiment,1.884
2019-07-27,TIK 21D Social Media Sentiment,1.834
2019-07-26,TIK 21D Social Media Sentiment,1.807
2019-07-25,TIK 21D Social Media Sentiment,1.754
2019-07-24,TIK 21D Social Media Sentiment,1.675
2019-07-23,TIK 21D Social Media Sentiment,1.683
2019-07-22,TIK 21D Social Media Sentiment,1.599
2019-07-21,TIK 21D Social Media Sentiment,1.469
2019-07-20,TIK 21D Social Media Sentiment,1.359
2019-07-19,TIK 21D Social Media Sentiment,1.276
2019-07-18,TIK 21D Social Media Sentiment,1.218
2019-07-17,TIK 21D Social Media Sentiment,1.382
2019-07-16,TIK 21D Social Media Sentiment,1.551
2019-07-15,TIK 21D Social Media Sentiment,1.816
2019-07-14,TIK 21D Social Media Sentiment,1.892
2019-07-13,TIK 21D Social Media Sentiment,2.012
2019-07-12,TIK 21D Social Media Sentiment,2.116
2019-07-11,TIK 21D Social Media Sentiment,2.152
2019-07-10,TIK 21D Social Media Sentiment,2.219
2019-07-09,TIK 21D Social Media Sentiment,2.320
2019-07-08,TIK 21D Social Media Sentiment,2.436
2019-07-07,TIK 21D Social Media Sentiment,2.636
2019-07-05,TIK 21D Social Media Sentiment,2.711
2019-07-04,TIK 21D Social Media Sentiment,2.767
2019-07-03,TIK 21D Social Media Sentiment,2.803
2019-07-02,TIK 21D Social Media Sentiment,2.774
2019-07-01,TIK 21D Social Media Sentiment,2.713
2019-06-30,TIK 21D Social Media Sentiment,2.829
2019-06-29,TIK 21D Social Media Sentiment,2.974
2019-06-28,TIK 21D Social Media Sentiment,3.017
2019-06-27,TIK 21D Social Media Sentiment,3.052
2019-06-26,TIK 21D Social Media Sentiment,3.076
2019-06-25,TIK 21D Social Media Sentiment,2.923
2019-06-24,TIK 21D Social Media Sentiment,2.847
2019-06-23,TIK 21D Social Media Sentiment,2.818
